MAL_ID,Name,Score,Genres,English name,,Type,Episodes,Aired,Premiered,,,Studios,Source,,Rating,Ranked,Popularity,,Favorites,Watching,Completed,,Dropped
40165,Listeners,5.38,"Action, Mecha, Music, Sci-Fi",Listeners,,TV,12,"Apr 4, 2020 to Jun 20, 2020",Spring 2020,,,MAPPA,Original,,PG-13 - Teens 13 or older,9967,2282,,51,6387,11926,,11703
40166,Zoids Wild Zero,Unknown,"Action, Sci-Fi, Adventure, Comedy",Unknown,,TV,50,"Oct 4, 2019 to Oct 16, 2020",Fall 2019,,,OLM,Other,,PG - Children,13128,8221,,11,398,96,,189
40167,Cardfight!! Vanguard: Shinemon-hen,6.56,"Action, Game, Shounen",Cardfight!! Vanguard:Shinemon Arc,,TV,31,"Aug 24, 2019 to Mar 28, 2020",Summer 2019,,,OLM,Original,,PG-13 - Teens 13 or older,5561,8419,,8,279,1065,,192
40171,Ushinawareta Choushoku,Unknown,"Dementia, Psychological",The Lost Breakfast,,ONA,1,13-Jan-15,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,12742,14771,,2,8,135,,8
40172,Lucky☆Orb feat. Hatsune Miku,6.53,Music,Unknown,,Music,1,6-May-19,Unknown,,,Unknown,Original,,G - All Ages,5753,12285,,0,9,392,,10
40174,Zombieland Saga: Revenge,Unknown,"Music, Comedy, Supernatural",Unknown,,TV,Unknown,"Apr, 2021 to ?",Spring 2021,,,MAPPA,Original,,R - 17+ (violence & profanity),Unknown,2101,,98,5,0,,0
40176,Miru Tights: Cosplay Satsuei Tights,6.53,"Ecchi, School",Unknown,,Special,1,23-Aug-19,Unknown,,,Yokohama Animation Lab,Original,,PG-13 - Teens 13 or older,5753,4279,,14,309,9717,,81
40178,Null Peta,6.4,"Sci-Fi, Comedy",Unknown,,ONA,12,"Oct 4, 2019 to Dec 20, 2019",Unknown,,,Shin-Ei Animation,Original,,PG-13 - Teens 13 or older,6413,3865,,22,1586,8559,,2172
40179,Mini Toji: Yume,6.2,"Action, Fantasy",Unknown,,Special,1,24-May-19,Unknown,,,Unknown,Original,,G - All Ages,7358,10334,,2,37,596,,54
40180,Jurassic!,6.28,"Historical, Fantasy",Jurassic!,,ONA,1,24-Aug-19,Unknown,,,Toei Animation,Picture book,,G - All Ages,6983,9747,,4,52,906,,30
40181,Look Plus One Piece Special Movie,5.83,"Adventure, Parody, Shounen",Look Plus One Piece Special Movie,,ONA,1,29-Jul-19,Unknown,,,Unknown,Other,,G - All Ages,8746,8964,,12,66,1156,,79
40182,Zhu Zhu Xia: Bukesiyi de Shijie,Unknown,"Action, Sci-Fi, Adventure, Super Power, Kids, Fantasy",GG Bond:Lollipop in Fantasy,,Movie,1,5-Jul-19,Unknown,,,Unknown,Original,,G - All Ages,13132,16685,,0,3,19,,29
40188,Malta no Utaou,Unknown,"Kids, Music",Unknown,,Music,Unknown,"Jun 13, 2019 to ?",Unknown,,,Unknown,Original,,G - All Ages,15410,17222,,0,16,0,,14
40192,Gundam Build Divers Re:Rise,7.03,"Action, Sci-Fi, Mecha",GUNDAM BUILD DIVERS Re:RISE,,ONA,13,"Oct 10, 2019 to Dec 26, 2019",Unknown,,,"Asatsu DK, Sunrise Beyond",Original,,G - All Ages,3527,5225,,33,839,5254,,351
40194,Kung Fu Liaoli Niang,6.03,"Action, Ecchi, Martial Arts, Fantasy",Kung Fu Cooking Girls,,ONA,1,4-Jul-11,Unknown,,,Wolf Smoke Studio,Original,,PG-13 - Teens 13 or older,8118,12451,,1,30,276,,6
40196,Kandagawa Jet Girls,5.66,"Sports, Ecchi",Unknown,,TV,12,"Oct 8, 2019 to Jan 7, 2020",Fall 2019,,,TNK,Original,,R+ - Mild Nudity,9257,3217,,29,3135,8618,,3660
40197,Urashimasakatasen no Nichijou,5.96,"Slice of Life, Comedy, School",Unknown,,TV,12,"Oct 2, 2019 to Dec 18, 2019",Fall 2019,,,Gainax Kyoto,Music,,PG-13 - Teens 13 or older,8366,7025,,32,405,2184,,694
40200,Paprika (Music),6.58,"Music, Kids",Unknown,,Music,1,1-Aug-19,Unknown,,,Unknown,Original,,G - All Ages,5499,11477,,5,6,557,,11
40202,Kamo ga Suki,5.77,"Comedy, Dementia",I Like Ducks,,ONA,1,6-Apr-17,Unknown,,,Unknown,Original,,G - All Ages,8946,15337,,0,5,139,,8
40204,Fast Week,5.44,Dementia,Unknown,,ONA,1,15-Feb-15,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,9825,14973,,0,6,159,,8
40205,Kabushikigaisha G-anime Saiyou Concept Movie,Unknown,Slice of Life,Unknown,,ONA,1,19-Apr-17,Unknown,,,G-angle,Original,,PG-13 - Teens 13 or older,14745,15928,,0,8,85,,6
40206,Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,7.21,"Action, Supernatural, Magic, Fantasy",Unknown,,Special,1,4-Aug-19,Unknown,,,CloverWorks,Game,,PG-13 - Teens 13 or older,2737,2469,,39,1059,32978,,145
40208,Wo Kai Dongwuyuan Naxie Nian,6.37,"Slice of Life, Comedy",Unknown,,ONA,13,"Apr 5, 2020 to Jun 21, 2020",Unknown,,,Haoliners Animation League,Novel,,PG-13 - Teens 13 or older,6553,8978,,3,216,414,,103
40209,Subarashii Shigoto,Unknown,Dementia,Decent Work,,ONA,1,28-Sep-15,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,12233,15771,,0,3,117,,6
40210,Yorugao,Unknown,"Kids, Music",Unknown,,Music,1,2-Aug-19,Unknown,,,Unknown,Original,,G - All Ages,12987,16470,,0,1,83,,11
40211,Luo Xiao Hei Zhan Ji (Movie),8.35,"Adventure, Drama, Fantasy",The Legend of Hei,,Movie,1,7-Sep-19,Unknown,,,Unknown,Original,,G - All Ages,187,5556,,104,382,2475,,108
40212,Shigokare: Ecchi na Joshi Daisei to Doki x2 Love Lesson!! The Animation,6.55,Hentai,Unknown,,OVA,1,25-Oct-19,Unknown,,,Unknown,Visual novel,,Rx - Hentai,Unknown,8218,,1,1091,108,,159
40215,Aggressive Retsuko (ONA) 3rd Season,7.93,"Slice of Life, Comedy",Unknown,,ONA,10,27-Aug-20,Unknown,,,Fanworks,Other,,PG-13 - Teens 13 or older,637,2507,,172,1318,32868,,132
40217,Naedoko Demon's Ground,5.68,"Hentai, Demons, Fantasy",Unknown,,ONA,1,26-Jul-19,Unknown,,,Unknown,Game,,Rx - Hentai,Unknown,10178,,2,457,148,,100
40221,Kami no Tou,7.66,"Action, Adventure, Mystery, Drama, Fantasy",Tower of God,,TV,13,"Apr 2, 2020 to Jun 25, 2020",Spring 2020,,,Telecom Animation Film,Web manga,,PG-13 - Teens 13 or older,1130,219,,6863,75072,342538,,14507
40222,Agitation!,5.52,Music,Agitation!,,Music,1,6-Aug-19,Unknown,,,Unknown,Original,,G - All Ages,9602,12253,,0,9,359,,12
40223,Qing Chi Hong Xiaodou Ba! Wai Zhuan: Mo Xiang Wang,Unknown,"Slice of Life, Comedy, Historical, Drama",Beanie's Daily,,ONA,3,"Jul 19, 2019 to Aug 5, 2019",Unknown,,,Making Animation,Original,,G - All Ages,11653,15700,,0,7,45,,39
40228,Bananya: Fushigi na Nakama-tachi,6.52,"Slice of Life, Comedy, Kids",Bananya and the Curious Bunch,,TV,13,"Oct 1, 2019 to Dec 24, 2019",Fall 2019,,,"TMS Entertainment, Gathering",Original,,G - All Ages,5795,5172,,19,598,5147,,337
40230,Housekishou Richard-shi no Nazo Kantei,7.16,"Drama, Mystery, Slice of Life",The Case Files of Jeweler Richard,,TV,12,"Jan 9, 2020 to Mar 26, 2020",Winter 2020,,,Shuka,Novel,,PG-13 - Teens 13 or older,2939,2516,,189,4250,16877,,3297
40233,Da Zhu Zai,6.62,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",The Grand Lord,,ONA,12,"Aug 7, 2019 to Oct 17, 2019",Unknown,,,Unknown,Novel,,PG-13 - Teens 13 or older,5282,7176,,12,515,1102,,178
40237,Tansui,Unknown,Dementia,Freshwater,,Movie,1,"May, 1986",Unknown,,,Unknown,Original,,G - All Ages,12372,15455,,0,3,119,,9
40238,Yumemi no E,Unknown,Historical,Dreams into Drawing,,Movie,1,23-Aug-19,Unknown,,,"Yamamura Animation, Inc.",Novel,,PG - Children,13076,13250,,0,12,75,,28
40239,Arifureta Shokugyou de Sekai Saikyou Recap,5.71,"Action, Adventure, Harem, Fantasy",Unknown,,Special,1,12-Aug-19,Unknown,,,"Asread, White Fox",Light novel,,PG-13 - Teens 13 or older,9117,3666,,55,609,15512,,335
40242,Idomo,Unknown,"Adventure, Fantasy",Unknown,,ONA,1,Unknown,Unknown,,,Twin Engine,Original,,Unknown,Unknown,12847,,0,0,0,,0
40244,Fushigi no Kuni no Alice Specials,Unknown,"Adventure, Kids, Fantasy",Unknown,,Special,2,Unknown,Unknown,,,Nippon Animation,Book,,G - All Ages,14009,15766,,1,1,64,,17
40245,Mitaiken Horizon,7.25,Music,Unknown,,Music,1,25-Sep-19,Unknown,,,Sunrise,Unknown,,G - All Ages,2583,8329,,7,61,1291,,31
40246,Love Live! School Idol Festival All Stars,7.18,Music,Unknown,,ONA,1,19-Sep-18,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,2854,7630,,12,145,1569,,41
40249,Balala Xiaomoxian: Mofa Hai Ying Bao,Unknown,"Comedy, Magic",Unknown,,TV,26,"Nov 16, 2018 to Dec 11, 2018",Fall 2018,,,Unknown,Original,,G - All Ages,13399,10932,,5,237,42,,97
40250,Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,Unknown,"Action, Sci-Fi, Adventure, Mecha, Shounen",Unknown,,Special,1,22-Sep-02,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,13739,12612,,0,12,133,,26
40251,Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,6.38,"Action, Sci-Fi, Adventure, Mecha, Shounen",Unknown,,Special,1,27-Aug-03,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,6495,11209,,0,21,269,,23
40252,Yumekui Shoujo,Unknown,"Music, Fantasy",Unknown,,Music,1,1-Nov-17,Unknown,,,Unknown,Unknown,,G - All Ages,13065,16271,,0,2,85,,10
40254,XL Joushi.,5.97,"Romance, Ecchi, Josei",Unknown,,TV,8,"Oct 7, 2019 to Nov 25, 2019",Fall 2019,,,Magic Bus,Manga,,R+ - Mild Nudity,8317,3437,,138,1720,9540,,1183
40255,Urban Caravan,Unknown,Music,Urban Caravan,,Music,1,9-Sep-16,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,12726,16590,,0,1,92,,5
40256,Cannon Busters,6.47,"Action, Sci-Fi, Adventure, Fantasy, Mecha",Cannon Busters,,ONA,12,15-Aug-19,Unknown,,,"Satelight, Yumeta Company",Other,,R - 17+ (violence & profanity),6062,3248,,66,1895,14866,,1962
40262,Haikyuu!!: Riku vs. Kuu,7.8,"Comedy, Sports, Drama, School, Shounen",Unknown,,OVA,2,22-Jan-20,Unknown,,,Production I.G,Manga,,PG-13 - Teens 13 or older,820,956,,453,3139,123507,,336
40266,Aikatsu on Parade!,6.83,"Music, Slice of Life, School, Shoujo",Unknown,,TV,25,"Oct 5, 2019 to Mar 28, 2020",Fall 2019,,,Bandai Namco Pictures,Game,,PG - Children,4298,7353,,22,550,1100,,309
40267,Wave!!: Surfing Yappe!!,6.25,"Slice of Life, Sports",Unknown,,Movie,3,"Oct 2, 2020 to Oct 30, 2020",Unknown,,,Asahi Production,Other,,PG-13 - Teens 13 or older,7138,3943,,73,2426,734,,504
40269,Kengan Ashura 2nd Season,7.72,"Action, Martial Arts",Unknown,,ONA,12,31-Oct-19,Unknown,,,Larx Entertainment,Web manga,,R - 17+ (violence & profanity),978,2368,,206,1476,38091,,288
40272,A3! Season Autumn & Winter,7.26,"Slice of Life, Drama",A3! Season Autumn & Winter,,TV,12,"Oct 13, 2020 to Dec 29, 2020",Fall 2020,,,"P.A. Works, Studio 3Hz",Game,,PG-13 - Teens 13 or older,2514,4591,,124,1168,2849,,273
40273,Fuwa no go renkan,Unknown,Historical,Fuwa,,TV,54,"Oct 1, 2007 to Aug 24, 2008",Fall 2007,,,Unknown,Original,,PG - Children,14039,17171,,0,4,24,,16
40280,Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,6.54,"Super Power, Supernatural",Unknown,,Special,1,30-Oct-19,Unknown,,,J.C.Staff,Manga,,PG-13 - Teens 13 or older,5702,5937,,14,312,1959,,88
40282,Nendo no Tatakai (2019),4.06,"Action, Comedy",Battle of Clay,,ONA,1,22-May-19,Unknown,,,Unknown,Original,,PG - Children,11002,11292,,0,9,596,,23
40283,Role Playing Soldier,Unknown,"Action, Fantasy, Game, Music",Unknown,,Music,1,26-Apr-19,Unknown,,,Unknown,Original,,PG - Children,11738,15881,,0,0,108,,7
40286,Relationship Scramble feat. Hatsune Miku,6.28,"Music, Romance",Unknown,,Music,1,22-Mar-19,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,6971,13849,,0,7,219,,8
40288,Seven Nation Army feat. Chara,Unknown,Music,Unknown,,Music,1,2008,Unknown,,,Unknown,Music,,PG-13 - Teens 13 or older,11897,16662,,0,2,87,,6
40291,Lost One no Goukoku wo Utattemita,6.83,Music,Unknown,,Music,1,12-Aug-19,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,4334,11526,,0,15,504,,25
40292,Alien Alien wo Utattemita,6.48,Music,Unknown,,Music,1,15-Aug-19,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,5977,11421,,1,11,529,,26
40293,Romeo to Cinderella wo Utattemita,6.44,Music,Unknown,,Music,1,18-Aug-19,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,6240,11513,,2,12,509,,26
40294,Karakuri Pierrot wo Utattemita,6.42,Music,Unknown,,Music,1,25-Aug-19,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,6337,11843,,0,12,436,,26
40295,Another World,7.13,Sci-Fi,Unknown,,ONA,3,"Sep 13, 2019 to Oct 4, 2019",Unknown,,,Graphinica,Original,,PG-13 - Teens 13 or older,3073,3875,,25,798,10059,,184
40297,Tele◯Potion,Unknown,"Adventure, Dementia, Music",Unknown,,Music,1,14-Feb-14,Unknown,,,Unknown,Original,,G - All Ages,12420,16638,,0,2,85,,4
40298,Youjo Senki Movie: Manner Eizou,6.8,"Military, Parody",Unknown,,Movie,1,8-Feb-19,Unknown,,,Nut,Light novel,,G - All Ages,4435,4517,,19,445,6227,,219
40299,Gokiburi-chan,Unknown,Kids,Unknown,,TV,20,"Mar 21, 2005 to Apr 15, 2005",Spring 2005,,,Unknown,Picture book,,G - All Ages,14160,17009,,0,6,27,,14
40301,Bomberman: Yuuki wo Arigatou - Watashi ga Mimi ni Naru,Unknown,"Drama, Game, Kids",Unknown,,Movie,1,13-Apr-95,Unknown,,,Unknown,Game,,G - All Ages,13478,15290,,0,7,58,,17
40302,Ninja Bugei-chou Pilot Film,Unknown,"Action, Historical, Samurai, Seinen",Unknown,,Special,1,25-Apr-00,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,11155,15441,,0,6,78,,12
40304,It's a Small World,Unknown,Music,Unknown,,Music,1,9-Mar-12,Unknown,,,Unknown,Original,,G - All Ages,14625,16857,,0,1,77,,5
40305,Subarashiki Kokka no Kizukikata,6.26,Hentai,Unknown,,OVA,Unknown,"Sep 14, 2019 to ?",Unknown,,,Unknown,Game,,Rx - Hentai,Unknown,8665,,5,1006,3,,141
40312,Southpaw,5.17,"Music, Comedy, Dementia",Unknown,,Music,1,27-Aug-19,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,10374,11995,,4,2,483,,9
40313,Promare: Lio-hen,7.05,"Action, Sci-Fi, Super Power, Mecha",Unknown,,ONA,1,24-May-19,Unknown,,,Trigger,Original,,PG-13 - Teens 13 or older,3436,4076,,13,232,12839,,47
40314,Sekaiichi Hatsukoi: Propose-hen,7.39,"Comedy, Drama, Romance, Shounen Ai",Unknown,,Movie,1,21-Feb-20,Unknown,,,Studio Deen,Manga,,PG-13 - Teens 13 or older,1928,4109,,86,369,4580,,88
40315,Code Geass: Fukkatsu no Lelouch Picture Drama,6.76,Comedy,Unknown,,Special,2,5-Dec-19,Unknown,,,Sunrise,Original,,R - 17+ (violence & profanity),4613,5084,,27,247,2595,,178
40316,Phantomi: Mini Anime,Unknown,"Magic, Shoujo",Unknown,,ONA,Unknown,"Aug 5, 2019 to Jun 1, 2020",Unknown,,,Unknown,Other,,G - All Ages,11545,16431,,0,18,6,,34
40320,Tenka Hyakken: Meiji-kan e Youkoso!,5.06,"Action, Adventure, Historical, Supernatural, Martial Arts, Fantasy",Unknown,,TV,12,"Oct 13, 2019 to Dec 29, 2019",Fall 2019,,,LIDENFILMS,Game,,PG-13 - Teens 13 or older,10530,5790,,7,621,1506,,822
40321,Ookami to Koushinryou VR 2,Unknown,"Adventure, Historical, Fantasy",Unknown,,ONA,9,9-Dec-20,Unknown,,,Unknown,Light novel,,PG-13 - Teens 13 or older,11377,8060,,7,23,138,,28
40323,Gintama: Monster Strike-hen,7.35,"Action, Comedy, Parody, Samurai",Unknown,,ONA,2,"Aug 29, 2019 to Sep 4, 2019",Unknown,,,Bandai Namco Pictures,Manga,,PG-13 - Teens 13 or older,2123,5074,,16,595,3399,,108
40327,Mewkledreamy,6.51,"Adventure, Kids, Fantasy",Unknown,,TV,Unknown,"Apr 5, 2020 to ?",Spring 2020,,,J.C.Staff,Other,,G - All Ages,5870,6983,,14,1363,0,,411
40329,Crayon Shin-chan Movie 28: Gekitotsu! Rakugaki Kingdom to Hobo Yonin no Yuusha,Unknown,"Comedy, Seinen",Unknown,,Movie,1,11-Sep-20,Unknown,,,Shin-Ei Animation,Manga,,G - All Ages,13728,11269,,1,20,90,,26
40331,Ongaku,7.36,"Music, Slice of Life",Unknown,,Movie,1,11-Jan-20,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,2074,7801,,20,71,786,,38
40332,Kyochuu Rettou Movie,4.63,Horror,The Island of Giant Insects Movie,,Movie,1,10-Jan-20,Unknown,,,Passione,Manga,,R+ - Mild Nudity,10871,4451,,12,442,7409,,199
40333,Uzumaki,Unknown,"Dementia, Horror, Psychological, Supernatural, Drama, Romance, Seinen",Uzumaki:Spiral into Horror,,TV,4,2021 to ?,Unknown,,,Drive,Manga,,Unknown,Unknown,3063,,132,0,0,,0
40334,Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,6.34,"Slice of Life, School",Code Geass:Lelouch of the Rebellion:Miraculous Anniversary,,Special,1,21-Apr-17,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,6669,7108,,1,137,1816,,99
40335,Kimi dake ni Motetainda.,Unknown,"Slice of Life, Drama, School",Unknown,,Movie,1,25-Oct-19,Unknown,,,Signal.MD,Original,,PG-13 - Teens 13 or older,15003,6307,,5,208,142,,55
40336,Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,7.08,"Hentai, Demons, Supernatural, Fantasy",Unknown,,OVA,2,"Nov 29, 2019 to Dec 20, 2019",Unknown,,,Unknown,Visual novel,,Rx - Hentai,Unknown,7132,,19,535,2163,,148
40337,Aibeya The Animation,7.17,Hentai,Unknown,,OVA,1,29-Nov-19,Unknown,,,Unknown,Visual novel,,Rx - Hentai,Unknown,6035,,40,340,3929,,196
40338,Iro wo Kuu Akuma,5.49,"Dementia, Music",The Color Eater,,ONA,1,24-Aug-15,Unknown,,,"TYMOTE, Spoon",Original,,G - All Ages,9710,12250,,1,6,403,,6
40340,Karakuri Circus,5.77,"Action, Mystery, Shounen",Unknown,,Special,1,1998,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,8960,11459,,0,30,329,,29
40341,ARMS,Unknown,"Sci-Fi, Super Power, Shounen",Unknown,,Special,1,Unknown,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,13338,14635,,0,6,106,,10
40342,Taka no Tsume-dan x Uchicomi!,Unknown,"Comedy, Parody, Slice of Life",Unknown,,ONA,5,"Aug 19, 2019 to Aug 29, 2019",Unknown,,,DLE,Original,,G - All Ages,12357,15225,,0,3,58,,35
40344,Baumkuchen End,6.79,Music,Baumkuchen End,,Music,1,29-Aug-19,Unknown,,,Unknown,Original,,G - All Ages,4477,10792,,2,4,794,,12
40345,Devil & Devil,Unknown,"Action, Comedy, Super Power, Demons, Supernatural, Shounen",Unknown,,Special,1,Unknown,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,13781,16396,,0,2,86,,8
40346,Tuxedo Gin,Unknown,"Comedy, Supernatural, Shounen",Unknown,,Special,1,Unknown,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,12643,16854,,0,0,66,,8
40347,Kekkaishi,Unknown,"Demons, Supernatural, Fantasy, Shounen",Unknown,,Special,1,2004,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,14931,13623,,1,15,138,,15
40348,Shounen Sunday CM: Detective Conan,5.55,"Mystery, Shounen",Unknown,,Special,1,1995,Unknown,,,Unknown,Unknown,,G - All Ages,9551,11767,,5,23,344,,23
40349,Shounen Sunday CM: All-Star Total Appearance,Unknown,"Comedy, Sports, Shounen",Unknown,,Special,1,Unknown,Unknown,,,Unknown,Unknown,,G - All Ages,12045,16608,,0,0,75,,9
40350,Ganba! Fly High,Unknown,"Action, Sports, Shounen",Unknown,,Special,1,1996,Unknown,,,Unknown,Manga,,G - All Ages,14042,15607,,1,3,94,,7
40351,Pokemon (2019),7.28,"Action, Adventure, Comedy, Kids, Fantasy",Pokemon Journeys:The Series,,TV,Unknown,"Nov 17, 2019 to ?",Fall 2019,,,OLM,Game,,PG - Children,2435,2511,,337,23143,5,,3582
40352,Goal Line,6.36,Music,Unknown,,Music,1,31-Aug-19,Unknown,,,SANZIGEN,Original,,PG-13 - Teens 13 or older,6607,11455,,0,43,315,,19
40353,Midnight Run feat. Nana Furuya,Unknown,"Dementia, Music",Unknown,,Music,1,5-Jun-19,Unknown,,,Unknown,Original,,PG - Children,15535,15966,,0,0,115,,5
40356,Tate no Yuusha no Nariagari Season 2,Unknown,"Action, Adventure, Drama, Fantasy",The Rising of the Shield Hero Season 2,,TV,Unknown,2021 to ?,Unknown,,,"Kinema Citrus, DR Movie",Light novel,,PG-13 - Teens 13 or older,Unknown,681,,2705,6,1,,2
40357,Tate no Yuusha no Nariagari Season 3,Unknown,"Action, Adventure, Drama, Fantasy",The Rising of the Shield Hero,,TV,Unknown,Unknown,Unknown,,,Unknown,Light novel,,PG-13 - Teens 13 or older,Unknown,1323,,708,1,1,,1
40358,Gal to Kyouryuu,6.45,"Slice of Life, Comedy, Seinen",Gal & Dino,,TV,12,"Apr 5, 2020 to Dec 20, 2020",Spring 2020,,,"Kamikaze Douga, Space Neko Company",Manga,,PG-13 - Teens 13 or older,6170,3494,,57,4058,3437,,4693
40359,Ikebukuro West Gate Park,6.83,"Mystery, Drama",Ikebukuro West Gate Park,,TV,12,"Oct 6, 2020 to Dec 22, 2020",Fall 2020,,,Doga Kobo,Novel,,PG-13 - Teens 13 or older,4309,1856,,228,11081,18894,,6603
40360,Shout Our Evidence!,5.65,Music,Shout Our Evidence!,,Music,1,2-Sep-19,Unknown,,,Unknown,Original,,G - All Ages,9275,12851,,0,3,306,,10
40361,"Shiro no Kanga""roo"" no Uta",Unknown,"Music, Kids","White kanga""roo""'s song",,ONA,1,1-Sep-19,Unknown,,,Unknown,Original,,G - All Ages,12030,15603,,0,4,115,,13
40363,RoboCop,Unknown,"Dementia, Music",Unknown,,Music,1,15-May-19,Unknown,,,Unknown,Original,,G - All Ages,11724,15697,,0,0,125,,6
40364,Takaramono,Unknown,"Music, Slice of Life",Unknown,,Music,1,14-Sep-16,Unknown,,,Unknown,Original,,G - All Ages,12350,16979,,0,1,64,,5
40365,Ryoku Tama Shinshi: 10 Short Stories,Unknown,"Comedy, Demons",Monsieur Greenpeas:10 Short Stories,,Special,10,30-Apr-05,Unknown,,,Unknown,Original,,G - All Ages,11767,17343,,0,3,17,,10
40366,Three Workers,Unknown,Music,Unknown,,Music,1,2011,Unknown,,,Unknown,Music,,G - All Ages,12494,16846,,0,1,75,,5
40367,Go! Go! Atom,Unknown,"Action, Sci-Fi, Adventure, Kids, Drama, Mecha",Unknown,,TV,52,"Oct 3, 2019 to Oct 1, 2020",Fall 2019,,,Unknown,Manga,,PG - Children,14149,12100,,0,48,68,,64
40368,Egg Car,Unknown,"Adventure, Comedy, Kids, Fantasy",Unknown,,TV,52,"Oct 3, 2019 to Oct 1, 2020",Fall 2019,,,Unknown,Original,,PG - Children,13896,15546,,3,20,14,,41
40369,Mini Yuri,6.75,"Slice of Life, Comedy, School, Shoujo Ai",Unknown,,ONA,4,"Sep 25, 2019 to Oct 16, 2019",Unknown,,,"W-Toon Studio, DMM.futureworks",Manga,,PG-13 - Teens 13 or older,4693,5527,,11,402,3944,,137
40372,Haikyuu!! (OVA),7.76,"Sports, Shounen",Unknown,,OVA,10,4-Mar-20,Unknown,,,Unknown,Manga,,PG-13 - Teens 13 or older,891,4386,,51,411,6298,,246
40373,"Fly feat. 79, Kaho Nakamura",Unknown,Music,Unknown,,Music,1,28-Nov-17,Unknown,,,Unknown,Original,,G - All Ages,13968,16750,,0,1,84,,4
40375,Kick-Flight,5.81,"Game, Music",Unknown,,ONA,1,4-Jun-19,Unknown,,,MAPPA,Game,,PG-13 - Teens 13 or older,8816,12802,,0,17,263,,24
40376,Terrace House x Craft Boss,Unknown,Slice of Life,Unknown,,ONA,1,30-Aug-19,Unknown,,,Unknown,Original,,G - All Ages,12441,14590,,0,33,49,,37
40377,Robot Atom,Unknown,"Kids, Mecha, Sci-Fi",Little Astro Boy,,OVA,8,3-Nov-15,Unknown,,,Unknown,Manga,,G - All Ages,11722,13113,,2,9,101,,21
40378,Witch Hat: Majo to Boushi no Waltz,Unknown,"Music, Horror, Supernatural",Unknown,,Music,1,20-Apr-14,Unknown,,,Unknown,Music,,PG-13 - Teens 13 or older,12849,16095,,0,1,109,,7
40379,Btooom!: Bakusatsu Digest,5.85,Action,Unknown,,ONA,2,"Nov 16, 2012 to Dec 19, 2012",Unknown,,,Unknown,Manga,,R - 17+ (violence & profanity),8687,5023,,9,589,2475,,240
40383,"Umete, Bye-Bye",Unknown,"Music, Dementia","Bury, Bye-Bye",,ONA,1,10-Aug-11,Unknown,,,Unknown,Original,,G - All Ages,12711,16640,,0,1,80,,7
40385,Chikai,Unknown,Slice of Life,Day of Promise,,ONA,1,18-Aug-19,Unknown,,,Unknown,Original,,G - All Ages,13630,15033,,0,7,118,,27
40389,Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,Unknown,"Action, Military, Sci-Fi, Space, Drama",Space Battleship Yamato 2205:A New Journey,,Movie,1,Unknown,Unknown,,,Unknown,Original,,PG-13 - Teens 13 or older,12684,9119,,0,11,13,,6
40392,Runway de Waratte,7.65,"Slice of Life, Drama, School, Shounen",Smile Down the Runway,,TV,12,"Jan 11, 2020 to Mar 28, 2020",Winter 2020,,,Ezόla,Manga,,PG-13 - Teens 13 or older,1148,1646,,298,7709,40249,,3422
40393,Taka no Tsume-dan no Ike! ODAman,Unknown,"Parody, Super Power",Unknown,,ONA,Unknown,"Sep 20, 2018 to ?",Unknown,,,Unknown,Original,,G - All Ages,12376,16017,,0,21,0,,27
40394,Zenonzard The Animation Episode 0,6.66,Action,Unknown,,ONA,1,10-Sep-19,Unknown,,,8bit,Game,,PG-13 - Teens 13 or older,5115,7424,,11,247,1984,,70
